,word,format,onset,duration
0,[1],,0.0,0.5
1,HE,,0.5,0.5
2,ENLISTED,,1.0,0.5
3,A,,1.5,0.5
4,STAFF,,2.0,0.5
5,OF,,2.5,0.5
6,LOYAL,,3.0,0.5
7,EXPERTS,,3.5,0.5
8,AND,,4.0,0.5
9,OF,,4.5,0.5
10,MANY,,5.0,0.5
11,ZEALOUS,,5.5,0.5
12,VOLUNTEERS,,6.0,0.5
13,S,,6.5,0.5
14,[2],,7.0,0.5
15,HE,,7.5,0.5
16,BASES,,8.0,0.5
17,HIS,,8.5,0.5
18,APPROACH,,9.0,0.5
19,ON,,9.5,0.5
20,THE,,10.0,0.5
21,BELIEF,,10.5,0.5
22,THAT,,11.0,0.5
23,ANYTHING,,11.5,0.5
24,CAN,,12.0,0.5
25,FOLLOW,,12.5,0.5
26,ANYTHING,,13.0,0.5
27,S,,13.5,0.5
28,[3],,14.0,0.5
29,IN,,14.5,0.5
30,THIS,,15.0,0.5
31,PLAY,,15.5,0.5
32,THERE,,16.0,0.5
33,WERE,,16.5,0.5
34,SO,,17.0,0.5
35,MANY,,17.5,0.5
36,CHARACTERS,,18.0,0.5
37,AND,,18.5,0.5
38,SO,,19.0,0.5
39,MUCH,,19.5,0.5
40,DETAIL,,20.0,0.5
41,S,,20.5,0.5
42,[1],,21.0,0.5
43,LOGOY,,21.5,0.5
44,WHOSS,,22.0,0.5
45,GROILS,,22.5,0.5
46,ONK,,23.0,0.5
47,FROFTLY,,23.5,0.5
48,CROUND,,24.0,0.5
49,ELKBY,,24.5,0.5
50,DUY,,25.0,0.5
51,OSE,,25.5,0.5
52,BUKED,,26.0,0.5
53,INNI,,26.5,0.5
54,CLEOD,,27.0,0.5
55,N,,27.5,0.5
56,[2],,28.0,0.5
57,REE,,28.5,0.5
58,RILKS,,29.0,0.5
59,RO,,29.5,0.5
60,LEOMS,,30.0,0.5
61,FUCOCIES,,30.5,0.5
62,SHOURN,,31.0,0.5
63,NE,,31.5,0.5
64,PELPRONTIOLLY,,32.0,0.5
65,REGUGNS,,32.5,0.5
66,OSE,,33.0,0.5
67,OBTINOSSLY,,33.5,0.5
68,ELUSIPATED,,34.0,0.5
69,N,,34.5,0.5
70,[3],,35.0,0.5
71,LEENS,,35.5,0.5
72,CAG,,36.0,0.5
73,FOGE,,36.5,0.5
74,OP,,37.0,0.5
75,IMPORLENT,,37.5,0.5
76,CLIDGE,,38.0,0.5
77,BESHOON,,38.5,0.5
78,REE,,39.0,0.5
79,PRESIBOTE,,39.5,0.5
80,OSE,,40.0,0.5
81,REE,,40.5,0.5
82,FOPURCY,,41.0,0.5
83,N,,41.5,0.5
84,[4],,42.0,0.5
85,QUAT,,42.5,0.5
86,MOLLERED,,43.0,0.5
87,WAM,,43.5,0.5
88,FROT,,44.0,0.5
89,O,,44.5,0.5
90,NER,,45.0,0.5
91,CONGOPT,,45.5,0.5
92,OY,,46.0,0.5
93,EMERINUTE,,46.5,0.5
94,WAM,,47.0,0.5
95,COING,,47.5,0.5
96,BORK,,48.0,0.5
97,N,,48.5,0.5
98,[5],,49.0,0.5
99,CUYS,,49.5,0.5
100,WAM,,50.0,0.5
101,SOO,,50.5,0.5
102,INVINGED,,51.0,0.5
103,EN,,51.5,0.5
104,HUS,,52.0,0.5
105,OPE,,52.5,0.5
106,TROPIENS,,53.0,0.5
107,RO,,53.5,0.5
108,POB,,54.0,0.5
109,MUME,,54.5,0.5
110,OTLINSION,,55.0,0.5
111,N,,55.5,0.5
112,[6],,56.0,0.5
113,UNENGES,,56.5,0.5
114,OSE,,57.0,0.5
115,GROPEGREET,,57.5,0.5
116,ONK,,58.0,0.5
117,SHICKED,,58.5,0.5
118,TROR,,59.0,0.5
119,CLERIGO,,59.5,0.5
120,WEOFLY,,60.0,0.5
121,TROR,,60.5,0.5
122,OP,,61.0,0.5
123,OMRONIC,,61.5,0.5
124,FASK,,62.0,0.5
125,N,,62.5,0.5
126,[4],,63.0,0.5
127,SCOTTY,,63.5,0.5
128,ACCEPTED,,64.0,0.5
129,THE,,64.5,0.5
130,DECISION,,65.0,0.5
131,WITH,,65.5,0.5
132,INDIFFERENCE,,66.0,0.5
133,AND,,66.5,0.5
134,DID,,67.0,0.5
135,NOT,,67.5,0.5
136,ENTER,,68.0,0.5
137,THE,,68.5,0.5
138,ARGUMENTS,,69.0,0.5
139,S,,69.5,0.5
140,[5],,70.0,0.5
141,THIS,,70.5,0.5
142,PROCEDURE,,71.0,0.5
143,IS,,71.5,0.5
144,MUCH,,72.0,0.5
145,MORE,,72.5,0.5
